gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Sf3a3	2.08E-19	0.258233961	0.306	0.18	6.47E-15	Chol
Mtdh	2.16E-19	0.304910236	0.57	0.438	6.70E-15	Chol
Nop58	2.16E-19	0.339055627	0.381	0.253	6.71E-15	Chol
Shoc2	2.58E-19	0.267028313	0.288	0.155	8.01E-15	Chol
Snx4	2.64E-19	0.283564794	0.329	0.203	8.20E-15	Chol
Calm3	3.04E-19	0.31283808	0.46	0.335	9.44E-15	Chol
Zfr	3.06E-19	0.27886577	0.335	0.208	9.49E-15	Chol
Fcf1	3.07E-19	0.285200959	0.369	0.241	9.52E-15	Chol
U2af2	3.12E-19	0.32752652	0.327	0.191	9.70E-15	Chol
Usp14	3.54E-19	0.306785661	0.358	0.228	1.10E-14	Chol
Snrpg	3.83E-19	0.250816681	0.541	0.412	1.19E-14	Chol
Smarcb1	4.16E-19	0.259114716	0.322	0.197	1.29E-14	Chol
Zranb2	4.26E-19	0.303082636	0.477	0.339	1.32E-14	Chol
Raly	5.19E-19	0.310260162	0.374	0.25	1.61E-14	Chol
Thumpd1	5.59E-19	0.272614049	0.266	0.148	1.74E-14	Chol
Eci2	5.62E-19	0.292211262	0.336	0.216	1.74E-14	Chol
Dazap1	5.84E-19	0.295499661	0.338	0.215	1.81E-14	Chol
Adss	7.52E-19	0.308488848	0.396	0.267	2.34E-14	Chol
Ifngr2	7.65E-19	0.276814543	0.308	0.182	2.38E-14	Chol
Zfp706	7.89E-19	0.298556179	0.576	0.466	2.45E-14	Chol
Srek1ip1	8.10E-19	0.275622866	0.311	0.184	2.52E-14	Chol
Cd81	8.30E-19	0.371845417	0.739	0.662	2.58E-14	Chol
Nap1l4	8.46E-19	0.294903052	0.32	0.196	2.63E-14	Chol
Cldn2	8.62E-19	0.471538004	0.338	0.22	2.68E-14	Chol
Limd2	8.66E-19	0.28521505	0.367	0.243	2.69E-14	Chol
Ppp4c	9.84E-19	0.27219035	0.387	0.267	3.06E-14	Chol
Bche	1.10E-18	0.385710562	0.331	0.208	3.43E-14	Chol
Itm2b	1.24E-18	0.355645964	0.786	0.757	3.84E-14	Chol
Tspo	1.64E-18	0.367585682	0.61	0.504	5.10E-14	Chol
Thoc7	1.70E-18	0.298918378	0.538	0.419	5.29E-14	Chol
Vps4b	1.78E-18	0.263972104	0.363	0.233	5.52E-14	Chol
Cfap20	1.91E-18	0.315168994	0.344	0.229	5.93E-14	Chol
Eri3	2.15E-18	0.291107252	0.311	0.194	6.69E-14	Chol
Rnh1	2.25E-18	0.3591729	0.457	0.348	7.00E-14	Chol
Yipf4	2.31E-18	0.306336531	0.353	0.235	7.17E-14	Chol
Pa2g4	3.18E-18	0.341437149	0.507	0.403	9.87E-14	Chol
Bag1	3.29E-18	0.371826771	0.549	0.461	1.02E-13	Chol
Scand1	3.75E-18	0.263628834	0.597	0.481	1.16E-13	Chol
Dnajc8	3.83E-18	0.258685253	0.426	0.296	1.19E-13	Chol
Ube2d3	4.15E-18	0.259073976	0.682	0.575	1.29E-13	Chol
Chmp5	4.29E-18	0.297651172	0.473	0.356	1.33E-13	Chol
Ube2w	4.43E-18	0.276068816	0.317	0.196	1.37E-13	Chol
Nucb2	5.01E-18	0.300086713	0.313	0.189	1.56E-13	Chol
Stap2	5.25E-18	0.311809708	0.284	0.171	1.63E-13	Chol
Pacsin2	5.27E-18	0.296892312	0.284	0.167	1.64E-13	Chol
Nop53	5.64E-18	0.266989661	0.326	0.202	1.75E-13	Chol
Vegfa	7.40E-18	0.447486584	0.279	0.162	2.30E-13	Chol
Skp1a	8.26E-18	0.269493196	0.635	0.539	2.57E-13	Chol
Ube2n	8.66E-18	0.262139062	0.502	0.389	2.69E-13	Chol
Degs1	9.31E-18	0.320044489	0.475	0.36	2.89E-13	Chol
Brd4	1.00E-17	0.321909216	0.286	0.166	3.11E-13	Chol
Rbm8a	1.06E-17	0.283407691	0.421	0.292	3.31E-13	Chol
Hnrnpc	1.26E-17	0.278217165	0.344	0.216	3.90E-13	Chol
Usp34	1.35E-17	0.292635166	0.3	0.173	4.19E-13	Chol
Cct3	1.47E-17	0.275948166	0.419	0.294	4.58E-13	Chol
Pnpla2	1.49E-17	0.272666531	0.306	0.192	4.63E-13	Chol
R3hdm4	1.50E-17	0.257088407	0.293	0.179	4.67E-13	Chol
Gar1	1.60E-17	0.253243637	0.293	0.178	4.97E-13	Chol
Smim12	1.62E-17	0.25906813	0.358	0.24	5.04E-13	Chol
Acbd6	1.83E-17	0.340977119	0.41	0.296	5.67E-13	Chol
Anxa7	1.85E-17	0.261456778	0.435	0.31	5.75E-13	Chol
Fam213a	2.18E-17	0.346034638	0.491	0.381	6.78E-13	Chol
Bcas2	2.26E-17	0.287797501	0.477	0.367	7.03E-13	Chol
Dcun1d5	2.48E-17	0.288210841	0.462	0.351	7.70E-13	Chol
Mapk1	2.59E-17	0.278632563	0.399	0.277	8.05E-13	Chol
Lrpap1	2.63E-17	0.284309942	0.293	0.179	8.18E-13	Chol
Litaf	3.64E-17	0.336089885	0.545	0.444	1.13E-12	Chol
Tmem176b	3.72E-17	0.293113545	0.847	0.724	1.16E-12	Chol
Tial1	3.79E-17	0.261944502	0.326	0.207	1.18E-12	Chol
Rab5a	3.91E-17	0.283508774	0.39	0.271	1.22E-12	Chol
Sugt1	4.39E-17	0.254023929	0.388	0.271	1.36E-12	Chol
Eif4a3	5.34E-17	0.259859601	0.392	0.276	1.66E-12	Chol
Crip2	5.39E-17	0.345216014	0.608	0.51	1.67E-12	Chol
Tm9sf2	5.80E-17	0.25622951	0.487	0.371	1.80E-12	Chol
Sppl2a	5.98E-17	0.314480013	0.487	0.375	1.86E-12	Chol
Park7	7.25E-17	0.305265529	0.637	0.553	2.25E-12	Chol
Vps28	7.47E-17	0.353009856	0.52	0.43	2.32E-12	Chol
Canx	7.73E-17	0.272918401	0.667	0.54	2.40E-12	Chol
Sf3b5	8.03E-17	0.263948553	0.478	0.374	2.49E-12	Chol
1110004E09Rik	1.01E-16	0.283139835	0.317	0.204	3.15E-12	Chol
Dynlt3	1.12E-16	0.27330231	0.446	0.333	3.48E-12	Chol
Sssca1	1.30E-16	0.267611007	0.412	0.3	4.03E-12	Chol
Pfdn5	1.64E-16	0.25670384	0.621	0.541	5.10E-12	Chol
Eef1d	1.69E-16	0.27695818	0.606	0.506	5.24E-12	Chol
Dctn2	1.73E-16	0.304927494	0.432	0.325	5.36E-12	Chol
Gabarapl2	1.74E-16	0.280290153	0.603	0.509	5.41E-12	Chol
Bcl7c	1.92E-16	0.286603465	0.281	0.17	5.97E-12	Chol
Fkbp3	2.00E-16	0.293168912	0.408	0.298	6.21E-12	Chol
Lypla2	2.02E-16	0.275079029	0.435	0.316	6.29E-12	Chol
Tmem106c	2.85E-16	0.284983595	0.288	0.18	8.84E-12	Chol
Larp4b	3.96E-16	0.339285713	0.29	0.172	1.23E-11	Chol
Lsr	5.08E-16	0.346089992	0.514	0.407	1.58E-11	Chol
Gm16286	6.80E-16	0.265238114	0.412	0.303	2.11E-11	Chol
Ppan	8.01E-16	0.301776811	0.263	0.157	2.49E-11	Chol
1110004F10Rik	9.19E-16	0.261603677	0.448	0.346	2.85E-11	Chol
Lsm4	1.11E-15	0.259992129	0.484	0.38	3.44E-11	Chol
Ppfibp1	1.60E-15	0.29677485	0.281	0.166	4.98E-11	Chol
Eef1g	1.82E-15	0.280382351	0.601	0.499	5.66E-11	Chol
Rad23a	2.06E-15	0.264900345	0.311	0.203	6.38E-11	Chol
Aamp	2.24E-15	0.301515015	0.505	0.407	6.95E-11	Chol
Hnrnpa0	2.26E-15	0.328934016	0.311	0.187	7.01E-11	Chol
Polr2f	2.29E-15	0.268527963	0.46	0.352	7.11E-11	Chol
Wdr1	2.71E-15	0.254825707	0.41	0.296	8.41E-11	Chol
Ccnl2	2.80E-15	0.299821752	0.365	0.248	8.69E-11	Chol
Dnajc5	3.00E-15	0.270252679	0.295	0.181	9.32E-11	Chol
Gdi1	3.02E-15	0.265401154	0.268	0.162	9.37E-11	Chol
Card19	3.04E-15	0.279218175	0.39	0.287	9.45E-11	Chol
Brix1	3.39E-15	0.312925044	0.414	0.313	1.05E-10	Chol
Txndc12	3.51E-15	0.290804568	0.39	0.289	1.09E-10	Chol
Paip2	3.76E-15	0.266683969	0.509	0.417	1.17E-10	Chol
Immt	5.05E-15	0.282015212	0.412	0.31	1.57E-10	Chol
Bsg	6.76E-15	0.375252837	0.817	0.729	2.10E-10	Chol
Txndc9	7.04E-15	0.264051421	0.396	0.298	2.18E-10	Chol
Rnf10	8.90E-15	0.255336332	0.277	0.171	2.76E-10	Chol
Habp2	9.35E-15	0.311059007	0.376	0.28	2.90E-10	Chol
Psmb8	1.03E-14	0.322211987	0.459	0.368	3.20E-10	Chol
Man1a2	1.33E-14	0.253399422	0.288	0.18	4.14E-10	Chol
Sae1	1.66E-14	0.276526215	0.342	0.239	5.14E-10	Chol
Pfn1	1.80E-14	0.295582073	0.7	0.64	5.58E-10	Chol
Phax	2.65E-14	0.254443161	0.335	0.237	8.21E-10	Chol
Flot1	3.50E-14	0.265552918	0.286	0.184	1.09E-09	Chol
Psma1	3.95E-14	0.270957252	0.448	0.356	1.23E-09	Chol
Arpc1a	3.99E-14	0.311390974	0.394	0.3	1.24E-09	Chol
Myo1b	6.59E-14	0.315418011	0.362	0.26	2.05E-09	Chol
N4bp2l2	6.59E-14	0.281374843	0.338	0.23	2.05E-09	Chol
Aig1	8.90E-14	0.268861309	0.419	0.325	2.76E-09	Chol
Cops7a	9.91E-14	0.326189995	0.415	0.325	3.08E-09	Chol
Pja2	1.12E-13	0.348821577	0.282	0.181	3.47E-09	Chol
Nudt14	1.17E-13	0.308570924	0.367	0.272	3.64E-09	Chol
Cct7	1.36E-13	0.279219925	0.448	0.36	4.23E-09	Chol
Prpf6	1.62E-13	0.30253212	0.263	0.162	5.02E-09	Chol
Trip12	1.98E-13	0.279953979	0.308	0.196	6.15E-09	Chol
Hdgf	2.10E-13	0.316698982	0.46	0.362	6.51E-09	Chol
Tmed4	2.18E-13	0.281221795	0.417	0.321	6.78E-09	Chol
Tex264	2.19E-13	0.272887338	0.385	0.287	6.81E-09	Chol
Tcp1	2.39E-13	0.261179285	0.487	0.399	7.42E-09	Chol
Mrps6	2.77E-13	0.251009428	0.448	0.347	8.61E-09	Chol
Odc1	4.88E-13	0.262619594	0.304	0.203	1.51E-08	Chol
Ccdc50	5.86E-13	0.265396826	0.372	0.271	1.82E-08	Chol
Snrpa	1.50E-12	0.257447254	0.309	0.216	4.65E-08	Chol
Lmna	1.77E-12	0.333484331	0.36	0.259	5.50E-08	Chol
Gabarapl1	8.24E-12	0.250245096	0.387	0.289	2.56E-07	Chol
Apex1	8.37E-12	0.288200488	0.374	0.289	2.60E-07	Chol
Bcl2l1	9.25E-12	0.280865297	0.309	0.211	2.87E-07	Chol
Rnf181	1.20E-11	0.306660683	0.523	0.452	3.74E-07	Chol
Usp9x	1.32E-11	0.323660151	0.275	0.18	4.09E-07	Chol
Ppp2ca	1.42E-11	0.278259574	0.261	0.168	4.40E-07	Chol
Tecr	3.01E-11	0.28290725	0.604	0.533	9.36E-07	Chol
Trib1	5.28E-11	0.272391484	0.263	0.172	1.64E-06	Chol
Klf3	6.13E-11	0.272711328	0.406	0.316	1.90E-06	Chol
Tmem106b	7.96E-11	0.287560765	0.338	0.246	2.47E-06	Chol
Traf4	8.35E-11	0.250298319	0.27	0.185	2.59E-06	Chol
Snx3	9.20E-11	0.254456195	0.525	0.458	2.86E-06	Chol
Psmc5	1.65E-10	0.252554016	0.491	0.423	5.11E-06	Chol
Rab6a	2.78E-10	0.254015216	0.376	0.296	8.64E-06	Chol
Irf2bp2	3.16E-10	0.292285726	0.362	0.261	9.82E-06	Chol
Grb7	4.27E-10	0.261643433	0.266	0.186	1.33E-05	Chol
Pigp	4.43E-10	0.250609532	0.406	0.333	1.38E-05	Chol
Plpp2	1.54E-09	0.263378269	0.326	0.255	4.78E-05	Chol
Eif6	2.97E-09	0.289032579	0.491	0.42	9.21E-05	Chol
Rbm28	3.66E-09	0.302135271	0.27	0.186	0.000113715	Chol
Scd2	3.91E-09	0.256488746	0.448	0.357	0.000121364	Chol
Glmp	4.13E-09	0.25134718	0.417	0.351	0.00012818	Chol
Cyp2d22	2.55E-08	0.31067177	0.405	0.338	0.000790513	Chol
Ldlr	3.35E-07	0.274678808	0.252	0.185	0.010408998	Chol
C3	2.13E-06	0.355236647	0.757	0.583	0.06615353	Chol
Gnl3	6.28E-06	0.276251409	0.286	0.226	0.195085847	Chol
Rora	6.94E-06	0.284959071	0.362	0.307	0.215496139	Chol
Retreg1	1.45E-05	0.267140118	0.34	0.297	0.449690565	Chol
Slpi	0.00233006	0.666890422	0.394	0.465	1	Chol
Spp1	0	3.074377378	0.919	0.314	0	HHP
Clu	0	2.261246809	0.986	0.802	0	HHP
Tm4sf4	0	1.862794003	0.952	0.572	0	HHP
Sox4	0	1.347267415	0.616	0.062	0	HHP
Bicc1	0	1.002510266	0.507	0.06	0	HHP
Igfbp3	0	0.843843426	0.456	0.04	0	HHP
Ddit4l	0	0.698040567	0.426	0.042	0	HHP
Cd24a	0	0.692084965	0.422	0.026	0	HHP
Lmcd1	0	0.561801812	0.342	0.022	0	HHP
Acot1	0	0.449166078	0.251	0.012	0	HHP
Tead2	0	0.440995599	0.264	0.014	0	HHP
Nradd	0	0.406878308	0.294	0.027	0	HHP
Sorbs2	3.56E-304	1.441476598	0.757	0.255	1.10E-299	HHP
Prelp	1.06E-301	0.47681455	0.389	0.057	3.28E-297	HHP
Phlda3	1.22E-286	0.771985534	0.479	0.095	3.77E-282	HHP
Marcksl1	4.12E-283	0.457633544	0.478	0.082	1.28E-278	HHP
Cldn7	1.01E-279	0.466121774	0.307	0.038	3.14E-275	HHP
Psrc1	3.36E-276	0.585362368	0.299	0.038	1.04E-271	HHP
Meg3	6.42E-274	1.22299539	0.56	0.137	1.99E-269	HHP
Hspb1	8.31E-273	0.456928408	0.265	0.03	2.58E-268	HHP
Tes	6.33E-271	0.570028781	0.427	0.079	1.97E-266	HHP
Gm42047	2.28E-263	0.973547233	0.49	0.104	7.09E-259	HHP
Rad51b	1.88E-262	0.685697831	0.384	0.066	5.85E-258	HHP
Ddr1	2.84E-256	0.505900436	0.329	0.049	8.83E-252	HHP
Alcam	4.44E-251	1.189641901	0.826	0.358	1.38E-246	HHP
Tmsb10	6.32E-223	0.946077812	0.95	0.538	1.96E-218	HHP
Cp	1.46E-217	1.213822281	0.965	0.574	4.53E-213	HHP
Zbtb20	5.12E-216	1.043945778	0.701	0.248	1.59E-211	HHP
Slc4a4	5.14E-215	1.069408852	0.497	0.133	1.60E-210	HHP
Rtn4	1.25E-213	1.017102468	0.781	0.401	3.89E-209	HHP
Tmem98	7.83E-213	0.36324036	0.32	0.055	2.43E-208	HHP
Ephx1	3.35E-205	0.939796973	0.696	0.29	1.04E-200	HHP
Cdkn2a	3.28E-201	0.827256633	0.49	0.13	1.02E-196	HHP
Trp53inp1	4.36E-200	1.090740575	0.671	0.258	1.35E-195	HHP
Anxa5	9.01E-200	1.026345233	0.898	0.643	2.80E-195	HHP
Cdkn1a	2.72E-199	0.894977049	0.554	0.168	8.45E-195	HHP
Krt8	8.35E-197	1.073112673	0.922	0.576	2.59E-192	HHP
Cyr61	5.03E-196	1.144116787	0.577	0.182	1.56E-191	HHP
F11r	8.47E-196	0.884821434	0.826	0.456	2.63E-191	HHP
Mfge8	3.85E-194	0.808328796	0.664	0.254	1.20E-189	HHP
Ank3	4.40E-182	0.922538737	0.5	0.15	1.37E-177	HHP
Bcam	3.75E-177	0.382313671	0.313	0.06	1.16E-172	HHP
Krt23	1.20E-175	0.48538174	0.343	0.074	3.74E-171	HHP
Hsp90ab1	6.33E-174	0.700004509	0.95	0.772	1.97E-169	HHP
Dsg2	1.74E-172	1.019165196	0.615	0.235	5.39E-168	HHP
Palmd	1.44E-171	0.793520899	0.608	0.24	4.47E-167	HHP
Gas6	3.13E-169	0.345452511	0.401	0.093	9.71E-165	HHP
Ptp4a1	2.09E-165	0.970401732	0.756	0.387	6.49E-161	HHP
Fat1	3.89E-162	0.802389981	0.381	0.097	1.21E-157	HHP
Fn1	3.21E-157	0.85955692	0.896	0.49	9.97E-153	HHP
Slc25a4	7.50E-157	0.351359955	0.289	0.054	2.33E-152	HHP
Osbpl3	9.31E-155	0.678145832	0.364	0.09	2.89E-150	HHP
Pld1	1.15E-153	0.50649447	0.312	0.068	3.56E-149	HHP
Jun	1.44E-153	0.968406393	0.869	0.487	4.46E-149	HHP
Qpct	6.03E-151	0.448204763	0.368	0.095	1.87E-146	HHP
Anxa4	1.05E-150	0.887459595	0.714	0.41	3.27E-146	HHP
Aaed1	2.33E-150	0.708278642	0.634	0.285	7.24E-146	HHP
Cpe	1.82E-147	0.884897522	0.723	0.387	5.66E-143	HHP
Ptma	2.07E-144	0.656622714	0.916	0.74	6.43E-140	HHP
Nbeal1	6.00E-144	0.639220211	0.499	0.167	1.86E-139	HHP
Atp1a1	3.48E-143	0.938694157	0.697	0.346	1.08E-138	HHP
Dusp16	1.11E-141	0.587798694	0.36	0.096	3.44E-137	HHP
Malat1	1.16E-140	0.866211345	0.997	0.7	3.60E-136	HHP
Phf3	4.66E-140	0.678551124	0.568	0.224	1.45E-135	HHP
Cadm1	2.44E-139	0.544205318	0.392	0.111	7.58E-135	HHP
Ttc3	2.81E-139	0.544631314	0.413	0.118	8.72E-135	HHP
Cd2ap	5.68E-135	0.813875699	0.634	0.275	1.76E-130	HHP
Klf6	6.43E-135	0.780900876	0.602	0.25	2.00E-130	HHP
Sox9	6.55E-135	0.630458737	0.371	0.105	2.03E-130	HHP
Bax	7.90E-135	0.757413979	0.695	0.373	2.45E-130	HHP
Itga3	7.97E-134	0.623911962	0.29	0.067	2.48E-129	HHP
Chka	4.90E-132	0.933908216	0.711	0.362	1.52E-127	HHP
Cpne8	1.02E-131	0.524533912	0.436	0.146	3.18E-127	HHP
Nedd4	3.99E-131	0.663897936	0.809	0.47	1.24E-126	HHP
Egr1	2.02E-130	1.071738073	0.748	0.408	6.27E-126	HHP
Tpr	6.37E-130	0.638232157	0.769	0.421	1.98E-125	HHP
Onecut2	1.31E-129	0.789711653	0.332	0.088	4.07E-125	HHP
H2-K1	3.89E-129	0.578728889	0.95	0.714	1.21E-124	HHP
Chmp4c	2.91E-126	0.428035066	0.287	0.068	9.03E-122	HHP
Tgif1	9.59E-124	0.620539343	0.479	0.181	2.98E-119	HHP
Enc1	1.91E-123	0.507327508	0.29	0.07	5.94E-119	HHP
Hspa8	4.41E-122	0.713811112	0.875	0.713	1.37E-117	HHP
Jund	3.08E-121	0.826524063	0.847	0.493	9.56E-117	HHP
Prox1	3.49E-120	0.79950296	0.41	0.138	1.08E-115	HHP
Tspan8	1.43E-117	0.938583083	0.764	0.482	4.43E-113	HHP
Ier3	2.77E-116	0.88112468	0.589	0.262	8.60E-112	HHP
Cnn3	1.07E-115	0.641510396	0.692	0.392	3.32E-111	HHP
Cxadr	1.17E-115	0.735930585	0.675	0.374	3.63E-111	HHP
Spint2	3.09E-115	0.674790588	0.696	0.414	9.58E-111	HHP
Zmat3	4.28E-115	0.424981834	0.258	0.059	1.33E-110	HHP
Serpina7	3.61E-114	0.722923482	0.491	0.186	1.12E-109	HHP
Myl12b	2.12E-113	0.899166858	0.777	0.568	6.59E-109	HHP
Slc25a30	5.70E-113	0.478839333	0.313	0.086	1.77E-108	HHP
Spon2	2.27E-112	0.360788218	0.315	0.089	7.06E-108	HHP
Ptpre	4.97E-112	0.446774062	0.424	0.146	1.54E-107	HHP
Plscr3	4.50E-111	0.278356113	0.296	0.076	1.40E-106	HHP
Zfp36l1	4.21E-110	0.755616507	0.796	0.503	1.31E-105	HHP
Itm2c	1.48E-108	0.530057388	0.772	0.462	4.59E-104	HHP
Aplp2	1.51E-108	0.702721946	0.731	0.394	4.69E-104	HHP
Haus8	1.53E-107	0.313990127	0.3	0.082	4.74E-103	HHP
Nfe2l2	2.06E-106	0.575008223	0.576	0.279	6.41E-102	HHP
Emp2	8.21E-104	0.358403001	0.332	0.102	2.55E-99	HHP
Akap13	5.54E-102	0.591078657	0.439	0.162	1.72E-97	HHP
Bche	1.53E-101	0.654687247	0.478	0.204	4.76E-97	HHP
Ccdc34	1.90E-100	0.433047452	0.422	0.149	5.91E-96	HHP
H2afv	3.12E-98	0.555988479	0.698	0.42	9.70E-94	HHP
Lims1	3.87E-98	0.495386319	0.477	0.2	1.20E-93	HHP
Pdgfa	1.13E-97	0.438794136	0.392	0.145	3.50E-93	HHP
Fnbp1l	1.26E-97	0.530947122	0.505	0.214	3.92E-93	HHP
Nav2	2.82E-97	0.603687154	0.287	0.083	8.76E-93	HHP
H2-D1	7.39E-96	0.517177854	0.877	0.662	2.29E-91	HHP
Hsd17b13	4.65E-95	0.709612412	0.764	0.518	1.44E-90	HHP
Trf	4.53E-94	0.528589799	0.971	0.758	1.41E-89	HHP
Ccng1	6.61E-93	0.518009072	0.409	0.159	2.05E-88	HHP
Tmem176b	7.07E-93	0.747609419	0.902	0.722	2.20E-88	HHP
Cd81	3.40E-92	0.940966322	0.842	0.659	1.05E-87	HHP
Bex1	4.74E-92	0.50968524	0.42	0.163	1.47E-87	HHP
Npdc1	3.76E-91	0.430635186	0.402	0.154	1.17E-86	HHP
Tsc22d1	2.49E-90	0.389038333	0.492	0.213	7.74E-86	HHP
Hmgb3	1.16E-88	0.390953868	0.38	0.143	3.60E-84	HHP
Nfib	1.39E-88	0.596942694	0.535	0.241	4.33E-84	HHP
Hsp90aa1	1.51E-88	0.5934731	0.627	0.325	4.67E-84	HHP
Cdkn2b	2.15E-88	0.566510429	0.47	0.223	6.68E-84	HHP
Sdc4	5.17E-88	0.65046395	0.8	0.509	1.60E-83	HHP
Lmna	3.61E-87	0.634547938	0.521	0.255	1.12E-82	HHP
H3f3b	1.24E-86	0.470521529	0.902	0.743	3.85E-82	HHP
Kifc3	7.17E-85	0.428467769	0.317	0.106	2.22E-80	HHP
Id2	4.00E-84	0.600170619	0.765	0.504	1.24E-79	HHP
Son	4.26E-84	0.510936401	0.769	0.454	1.32E-79	HHP
Gm26917	8.03E-84	0.486356042	0.702	0.368	2.49E-79	HHP
Ctnnb1	1.09E-83	0.536899023	0.598	0.312	3.39E-79	HHP
Fosb	3.12E-83	0.803593734	0.409	0.161	9.69E-79	HHP
Nisch	4.08E-83	0.443023193	0.47	0.2	1.27E-78	HHP
Dst	4.64E-83	0.670623055	0.44	0.189	1.44E-78	HHP
Fos	1.26E-82	0.787120486	0.758	0.478	3.91E-78	HHP
Lsr	1.54E-82	0.566218409	0.668	0.402	4.78E-78	HHP
Bcl2l1	2.61E-82	0.594347613	0.462	0.207	8.11E-78	HHP
Mdm2	3.53E-82	0.473674194	0.334	0.119	1.09E-77	HHP
Tubb5	6.16E-82	0.619012641	0.706	0.475	1.91E-77	HHP
Pnrc1	1.53E-81	0.562280252	0.761	0.545	4.74E-77	HHP
Ktn1	7.07E-81	0.466775307	0.452	0.184	2.20E-76	HHP
Ralgapa2	1.31E-80	0.356598665	0.363	0.13	4.07E-76	HHP
Rab34	1.66E-80	0.256465213	0.305	0.105	5.15E-76	HHP
Eef1a1	2.17E-80	0.398555589	0.957	0.862	6.75E-76	HHP
Kmt2e	2.31E-79	0.42895082	0.469	0.212	7.17E-75	HHP
Hes1	2.90E-79	0.891239653	0.61	0.341	9.01E-75	HHP
Mapk3	6.29E-79	0.408069067	0.43	0.177	1.95E-74	HHP
Paics	1.45E-77	0.513722897	0.597	0.358	4.51E-73	HHP
Ptov1	1.66E-76	0.398532855	0.453	0.213	5.16E-72	HHP
Adamts1	4.32E-76	0.307816937	0.251	0.071	1.34E-71	HHP
Grcc10	2.66E-75	0.510586948	0.736	0.523	8.26E-71	HHP
Cdh2	4.34E-75	0.481580093	0.38	0.155	1.35E-70	HHP
Tia1	4.63E-75	0.323387917	0.258	0.078	1.44E-70	HHP
Bambi	1.08E-74	0.282661886	0.261	0.083	3.36E-70	HHP
Cttn	8.12E-74	0.435595325	0.446	0.204	2.52E-69	HHP
Ahnak	1.87E-73	0.352962187	0.291	0.093	5.79E-69	HHP
Pawr	2.46E-73	0.269982995	0.294	0.103	7.64E-69	HHP
Sptan1	5.56E-73	0.373779346	0.423	0.184	1.73E-68	HHP
Dsp	1.36E-72	0.437245632	0.266	0.088	4.23E-68	HHP
Rbpms	4.05E-72	0.509767136	0.623	0.391	1.26E-67	HHP
Traf4	9.79E-72	0.413700929	0.401	0.181	3.04E-67	HHP
Kcnq1ot1	1.18E-71	0.516617086	0.264	0.084	3.67E-67	HHP
Capns1	1.41E-71	0.566633839	0.62	0.415	4.38E-67	HHP
Lgals1	1.62E-71	0.433178998	0.516	0.272	5.04E-67	HHP
Btg2	2.87E-71	0.760138135	0.586	0.332	8.92E-67	HHP
C1s1	4.91E-71	0.509719457	0.634	0.382	1.53E-66	HHP
Map1lc3a	8.84E-71	0.47665581	0.527	0.304	2.75E-66	HHP
Gpt2	2.62E-70	0.540801234	0.533	0.287	8.13E-66	HHP
Cdc42ep1	6.40E-70	0.254944294	0.329	0.123	1.99E-65	HHP
Rabgap1	7.63E-70	0.397025723	0.309	0.113	2.37E-65	HHP
Srrm2	1.56E-69	0.327830662	0.762	0.483	4.83E-65	HHP
Cd151	2.04E-69	0.512995178	0.52	0.306	6.32E-65	HHP
Mug1	2.95E-69	0.639128628	0.809	0.544	9.17E-65	HHP
Myl12a	4.83E-69	0.622286337	0.688	0.531	1.50E-64	HHP
H2-Q6	8.17E-69	0.510982739	0.407	0.18	2.54E-64	HHP
Aen	1.31E-68	0.364851276	0.358	0.149	4.06E-64	HHP
Lpp	1.55E-68	0.376594548	0.402	0.168	4.81E-64	HHP
Phldb2	3.19E-68	0.532203161	0.495	0.256	9.91E-64	HHP
Abhd2	8.03E-68	0.572661841	0.486	0.246	2.49E-63	HHP
Atrx	1.18E-67	0.324385613	0.548	0.275	3.67E-63	HHP
9530068E07Rik	2.83E-67	0.474643251	0.504	0.261	8.78E-63	HHP
Trim28	3.26E-67	0.384976438	0.363	0.148	1.01E-62	HHP
S100a11	4.62E-67	0.511036557	0.599	0.369	1.43E-62	HHP
Hectd1	1.68E-66	0.44144538	0.484	0.242	5.23E-62	HHP
Gc	2.67E-66	0.403320283	0.966	0.817	8.28E-62	HHP
Tgfa	4.76E-66	0.489467488	0.277	0.098	1.48E-61	HHP
Ddx39b	5.95E-66	0.36479306	0.578	0.328	1.85E-61	HHP
Ubc	6.77E-66	0.550228997	0.875	0.612	2.10E-61	HHP
Hnrnpk	7.15E-66	0.366661266	0.795	0.585	2.22E-61	HHP
Phip	5.38E-65	0.33614061	0.294	0.102	1.67E-60	HHP
Mgmt	6.31E-65	0.307356525	0.322	0.128	1.96E-60	HHP
C3	7.19E-65	0.402855975	0.91	0.578	2.23E-60	HHP
Rbm39	9.25E-65	0.408035559	0.761	0.491	2.87E-60	HHP
Cldn2	1.84E-64	0.552196491	0.432	0.217	5.72E-60	HHP
Psd3	1.88E-64	0.449461969	0.305	0.116	5.82E-60	HHP
Actn4	2.26E-64	0.394849201	0.521	0.272	7.00E-60	HHP
Ube2e3	4.30E-64	0.417457521	0.526	0.306	1.34E-59	HHP
Irf2bp2	4.40E-64	0.670932921	0.497	0.258	1.37E-59	HHP
Myh9	9.99E-64	0.33290424	0.453	0.215	3.10E-59	HHP
Afdn	1.13E-63	0.394738599	0.32	0.124	3.52E-59	HHP
Sh3d19	1.32E-63	0.372983325	0.315	0.123	4.09E-59	HHP
Klhl24	1.67E-63	0.362787687	0.291	0.105	5.20E-59	HHP
