source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	Fold_enrichment	term_size	query_size	intersection_size	effective_domain_size	intersections
GO:BP	positive regulation of protein metabolic process	GO:0051247	0.031591388	1.500431296	1.530552655	1703	802	98	21331	ADRM1,AGT,ANG,ANGPTL8,ANXA2,ARL6IP5,ATP6V0C,AURKAIP1,AVPI1,BC004004,BCAP31,CALM1,CCL9,CD81,CFL1,CIB1,CIDEB,CLDN3,CLU,CNBP,CNPY2,COA3,CSNK2B,CTSH,CYCS,DAP,DDRGK1,DDT,DERL1,DNAJC3,EIF5A,EIF6,ERP29,F2,FAM162A,FGA,FGB,FGG,FIS1,FKBP1A,HERPUD1,HMGB1,HPX,HSP90AB1,HSPA8,JTB,LAMTOR1,LAMTOR2,LGALS9,MAD2L2,MAP2K2,MIF,MTCH2,MYDGF,NDFIP1,NDFIP2,NDUFA13,NENF,OAZ1,PARK7,PCBP1,PDCD5,PDCD6,PEMT,PERP,PHB,PHB2,PPIA,PRDX2,PRELID1,PSENEN,PSMC2,PSMC4,PSME1,PSME2,RAC1,RAP1A,RARRES2,RBM3,RBX1,RHOA,RPL26,RPS2,RPS3,RPS3A1,RPS4X,SKP1A,SQSTM1,STUB1,SUMO2,UBB,UBE2I,UBE2L3,UBE2N,UQCC2,VPS28,VTN,XBP1
GO:BP	organic substance transport	GO:0071702	0.000127279	3.895243029	1.52834218	2593	802	149	21331	ACTB,AGT,AGXT,ANG,ANXA2,ANXA5,AP2M1,APOA1,APOA2,APOC1,APOC3,APOF,APOH,APOM,ARF1,ARF4,ARF5,ARL1,ARL6IP5,ARPC2,ATP5J,AUP1,BCAP31,BSG,BTF3,CD63,CD81,CFL1,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DBI,DERL1,DERL2,EIF5A,EIF6,ERP29,FABP1,FABP2,FABP5,FGA,FGB,FGG,FIS1,FXYD1,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HPX,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LAMTOR1,LMAN2,MAP1LC3B,MIF,MPC1,MPC2,MTX2,MVB12A,NACA,NAXE,NDFIP1,NDFIP2,NDUFA13,NPC2,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PHB2,PLA2G12B,PLSCR1,PMPCB,PON1,PPIA,PRELID1,RAB11A,RAB4A,RAC1,RAN,RAP1A,RBP4,RHOD,RPL11,SAR1B,SCP2,SDHD,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SIGMAR1,SLC10A1,SLC25A17,SLC25A47,SLC25A5,SLC27A2,SLC35B1,SLC48A1,SLC6A13,SLC9A3R1,SNX3,SPCS1,SPCS2,SRP14,SRP72,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM167,TOMM22,TSPO,TST,UQCC2,UQCRC2,VAMP8,VPS28,VPS29,VTI1B,XBP1,YBX1,YIF1A,YWHAQ
GO:BP	cellular response to chemical stimulus	GO:0070887	8.6307E-06	5.063954225	1.51617213	3105	802	177	21331	ACTB,ACTG1,ADH5,ADIPOR1,ADRM1,AGT,AHSG,AKR1A1,AKR1C18,AKR1C6,ALAD,ALDH2,ANXA5,APOA1,APOM,APRT,ARL6IP5,ARPC2,ARPC3,ASS1,ATP5B,ATP5G1,ATP6V0D1,ATP6V1G1,AUP1,BSG,C1QBP,CCL9,CCS,CD47,CD63,CEBPB,CFL1,CHCHD2,CIB1,CLU,CPB2,CSNK2B,CST3,CTSH,CXCL1,CXCL13,CYP1A2,CYP2A12,CYP2A4,CYP2C68,CYP2C70,CYP2D22,CYP2D9,DDAH1,DDRGK1,DDT,DERL1,DERL2,DGAT2,DNAJC3,ECHDC3,EEF1A1,EIF2S1,EIF4EBP1,EIF5A,ENO1,ESD,FABP1,FAM162A,FAM210B,FBP1,FGB,FGG,FIS1,FKBP1A,GAPDH,GCLM,GFER,GJB2,GNPNAT1,GPX1,GPX4,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM7,GSTP1,GSTT1,GUK1,H2AFZ,HERPUD1,HMGB1,HP,HPX,HRG,HSD3B7,HSP90AB1,HSPA8,HSPB8,IFITM2,IFITM3,IFNAR2,IGFBP1,IGFBP2,KRT18,LAMTOR1,LAMTOR2,LAMTOR4,LCN2,LITAF,LRG1,MGST1,MGST3,MIF,MPC1,MPC2,MRPL15,MT1,NDUFA13,NME2,P4HB,PARK7,PDCD5,PDCD6,PDIA3,PFN1,PGK1,PHB,PHB2,PLSCR1,PPIA,PPIB,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PRDX6,QDPR,RAC1,RANBP1,RAP1A,RARRES2,RASGRP2,RHOA,RPL3,RPL8,RPLP0,RPS16,RPS19,RPS2,RPS3,SDF2L1,SDHD,SELENOW,SERPINA12,SERPINF1,SFR1,SH3GLB1,SIGMAR1,SLC10A1,SLC25A5,SLC31A1,SLC9A3R1,SOD2,SPINT2,SRA1,SRM,STK16,STUB1,TMED2,TSPO,TXNDC17,UBE2D3,UBE2I,UBE2L3,UGT1A1,XBP1,YBX1
GO:BP	cellular component assembly	GO:0022607	0.000127694	3.893830411	1.514784599	2704	802	154	21331	ACTB,ACTG1,ADRM1,AGT,AHSG,AK6,ALAD,ALDOA,ALDOB,ANG,ANXA2,AP2M1,APCS,APOA1,APOA2,APOM,ARF1,ARPC1B,ARPC2,ARPC3,ARPC5L,ATP5D,ATP5G1,ATP5G2,ATP5G3,ATP6V0D1,ATXN10,AUP1,BCCIP,C1QBP,CAPZB,CCT8,CD47,CD9,CENPX,CFL1,CHCHD10,CHMP2A,CHMP2B,CLDN3,CLTA,CLTB,CLU,COA3,COX19,COX7A2,CXCL13,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4EBP1,EIF6,EMC6,FAM96A,FGA,FGB,FGG,FKBP1A,GABARAP,GABARAPL2,GCHFR,GJB2,GLRX3,GNMT,GPX4,GTF2B,H2-KE6,H3F3A,H3F3B,HIST1H2BC,HMGB1,HRG,HSD17B10,HSP90AB1,IFT20,ISCA2,ISCU,MAP1LC3B,MIF,MRPL20,MRPL22,MRPS7,MSRB1,NDUFA10,NDUFA11,NDUFA13,NDUFA6,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS5,NDUFS7,NDUFS8,PARK7,PDCD6,PDZD11,PFN1,POMP,PSMC2,PSMC4,PSMD4,RAB11A,RAC1,RAP1A,RHOA,RHOC,RHOD,RPL10-PS3,RPL11,RPL24,RPL3,RPL6,RPLP0,RPS10,RPS14,RPS19,RPS2,RPS3,RPSA,S100A10,SAR1B,SH3GLB1,SIGMAR1,SLC9A3R1,SMIM20,SNRPD2,SNU13,SOD2,SPP2,STOML2,STUB1,SWI5,TDO2,TFG,TMEM120A,TMEM126A,TTC36,TUBB5,UPB1,UQCC2,UQCRC1,VDAC2,VDAC3,VMP1,VTN
GO:BP	cellular component biogenesis	GO:0044085	3.62604E-05	4.440567968	1.510282861	2941	802	167	21331	ACTB,ACTG1,ADRM1,AGT,AHSG,AK6,ALAD,ALDOA,ALDOB,ANG,ANXA2,AP2M1,APCS,APOA1,APOA2,APOM,ARF1,ARPC1B,ARPC2,ARPC3,ARPC5L,ATP5D,ATP5G1,ATP5G2,ATP5G3,ATP6V0D1,ATXN10,AUP1,BCCIP,C1QBP,CAPZB,CCT8,CD47,CD9,CENPX,CFL1,CHCHD10,CHMP2A,CHMP2B,CLDN3,CLTA,CLTB,CLU,COA3,COX19,COX7A2,CXCL13,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4EBP1,EIF6,EMC6,FAM96A,FGA,FGB,FGG,FKBP1A,GABARAP,GABARAPL2,GCHFR,GJB2,GLRX3,GNMT,GPX4,GTF2B,H2-KE6,H3F3A,H3F3B,HIST1H2BC,HMGB1,HRG,HSD17B10,HSP90AB1,IFT20,ISCA2,ISCU,MAP1LC3B,MIF,MRPL20,MRPL22,MRPS7,MSRB1,NDUFA10,NDUFA11,NDUFA13,NDUFA6,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS5,NDUFS7,NDUFS8,PA2G4,PARK7,PDCD6,PDZD11,PFN1,POMP,PSMC2,PSMC4,PSMD4,RAB11A,RAC1,RAN,RAP1A,RCL1,RHOA,RHOC,RHOD,RPL10-PS3,RPL11,RPL14,RPL24,RPL26,RPL27,RPL3,RPL6,RPL7,RPL7A,RPLP0,RPS10,RPS14,RPS16,RPS19,RPS2,RPS24,RPS3,RPS6,RPS7,RPSA,S100A10,SAR1B,SH3GLB1,SIGMAR1,SLC9A3R1,SMIM20,SNRPD2,SNU13,SOD2,SPP2,STOML2,STUB1,SWI5,TDO2,TFG,TMEM120A,TMEM126A,TRMT112,TTC36,TUBB5,UPB1,UQCC2,UQCRC1,VDAC2,VDAC3,VMP1,VTN
GO:BP	macromolecule localization	GO:0033036	2.69303E-05	4.569759388	1.507001631	3018	802	171	21331	ABHD5,ACTB,ACTG1,AGT,ANG,ANGPTL3,ANXA2,ANXA5,AP2M1,APOA1,APOA2,APOC1,APOC3,APOF,APOH,APOM,ARF1,ARF4,ARF5,ARL1,ARPC2,ATP5J,AUP1,BAG1,BCAP31,BSG,BTF3,CALM1,CCT5,CCT7,CCT8,CD63,CD81,CFL1,CHCHD10,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DBI,DDRGK1,DERL1,DERL2,DGAT2,EIF5A,EIF6,ERP29,F2,FABP1,FABP2,FABP5,FGA,FGB,FGG,FIS1,FKBP1A,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LAMTOR1,LAMTOR2,LAMTOR4,LGALS9,LMAN2,MIF,MPC2,MRAP,MTCH2,MTX2,MVB12A,MYL12A,NACA,NAXE,NDFIP1,NDFIP2,NDUFA13,NEDD8,NPC2,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PDZD11,PFN1,PGRMC1,PHB2,PLA2G12B,PLSCR1,PMPCB,PON1,PPIA,PRELID1,RAB11A,RAB4A,RAC1,RAN,RAP1A,RBP4,RER1,RHOD,RPL11,S100A10,SAR1B,SCP2,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SIGMAR1,SKP1A,SLC10A1,SLC25A17,SLC27A2,SLC9A3R1,SNX3,SPCS1,SPCS2,SPTSSA,SQSTM1,SRP14,SRP72,STOML2,SUMO2,TBRG1,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM150A,TMEM167,TMEM59,TOMM22,TSPO,TST,UQCC2,UQCRC2,VAMP8,VAPA,VPS28,VPS29,VTI1B,XBP1,YBX1,YIF1A,YWHAQ
GO:BP	cellular protein localization	GO:0034613	0.044985133	1.346930988	1.505786403	1784	802	101	21331	ACTB,AGT,ANXA2,AP2M1,ARF1,ARF4,ARF5,ARL1,ARPC2,AUP1,BAG1,BCAP31,BSG,CALM1,CCT5,CCT7,CCT8,CD63,CD81,CFL1,CHCHD10,CIB1,CLTA,CLTB,DDRGK1,DERL1,DERL2,EIF5A,EIF6,F2,FIS1,GABARAPL2,GRPEL1,HERPUD1,HSP90AB1,HSPA8,IFI27,IFT20,KDELR1,KDELR2,KRT18,LAMTOR1,LAMTOR2,LAMTOR4,MRAP,MTCH2,MYL12A,NACA,NDUFA13,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PDZD11,PFN1,PGRMC1,PHB2,PMPCB,RAB11A,RAC1,RAN,RAP1A,RER1,RHOD,RPL11,S100A10,SAR1B,SCP2,SEC13,SEC61B,SEC61G,SH3GLB1,SKP1A,SLC9A3R1,SPCS1,SPCS2,SQSTM1,SRP14,SRP72,SUMO2,TBRG1,TIMM13,TIMM17B,TIMM23,TIMM8A1,TMED10,TMED2,TMEM150A,TMEM59,TOMM22,TSPO,UQCRC2,VAMP8,VAPA,VPS28,VPS29,VTI1B,XBP1,YBX1,YWHAQ
GO:BP	nitrogen compound transport	GO:0071705	0.020047572	1.697938222	1.471494155	2169	802	120	21331	ACTB,AGT,ANG,ANXA5,AP2M1,ARF1,ARF4,ARF5,ARL1,ARL6IP5,ARPC2,AUP1,BCAP31,BSG,BTF3,CD63,CD81,CFL1,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DERL1,DERL2,EIF5A,EIF6,ERP29,FGA,FGB,FGG,FIS1,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HPX,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LMAN2,MAP1LC3B,MIF,MPC2,MTX2,MVB12A,NACA,NDFIP1,NDFIP2,NDUFA13,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PHB2,PMPCB,PPIA,RAB11A,RAB4A,RAC1,RAN,RBP4,RHOD,RPL11,SAR1B,SDHD,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SLC25A17,SLC25A47,SLC25A5,SLC35B1,SLC48A1,SLC6A13,SLC9A3R1,SNX3,SPCS1,SPCS2,SRP14,SRP72,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM167,TOMM22,TST,UQCC2,UQCRC2,VAMP8,VPS28,VPS29,VTI1B,XBP1,YBX1,YIF1A,YWHAQ
GO:BP	regulation of molecular function	GO:0065009	0.000464029	3.333454493	1.465563133	2940	802	162	21331	1300017J02RIK,A2ML1,ABHD5,ACTB,ADRM1,AES,AGT,AHSG,ALDOB,AMBP,ANG,ANGPTL3,ANGPTL8,ANXA2,ANXA4,APCS,APOA1,APOA2,APOC1,APOH,ARF1,ARF4,ARL1,ARL6IP5,AVPI1,BAG1,BC004004,BCAP31,BCCIP,BST2,CALM1,CCL9,CCS,CD81,CFL1,CIB1,CIDEB,CLDN3,CLU,CSNK2B,CST3,CSTB,CTSH,CTSZ,CXCL13,CYCS,DAD1,DAP,DBI,DDOST,DDRGK1,DERL1,DNAJB11,DNAJC3,EDF1,EEF1A1,EIF2S1,ENO1,ERP29,F2,FABP1,FAM162A,FETUB,FIS1,FKBP1A,FXYD1,GAPDH,GCHFR,GCLM,GDI2,GPI1,GPX1,GRPEL1,GSTM7,GSTP1,GTF2B,HERPUD1,HMGB1,HMGN1,HP,HRG,HSP90AB1,HSPA8,ISCU,JTB,KNG1,KNG2,KRTCAP2,LAMTOR2,LGALS9,MAD2L2,MAP1LC3B,MAP2K2,MIF,MTCH2,NDFIP1,NDFIP2,NDUFA13,NR0B2,OAZ1,PAM16,PARK7,PCBD1,PDCD5,PDCD6,PEBP1,PERP,PFN1,PHB,PHB2,PLSCR1,PON1,PPIA,PRDX2,PRDX3,PRDX5,PRELID1,PSENEN,PSMA3,PSMA6,PSMB8,PSME1,PSME2,RAB4A,RAC1,RAN,RANBP1,RAP1A,RASGRP2,RHOA,RHOC,RNH1,RPL11,RPS2,RPS3,RPS7,RTRAF,S100A10,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SH3GLB1,SKP1A,SLC9A3R1,SLPI,SOD2,SPINT2,STUB1,TMED2,UBE2I,UBE2L3,UBE2N,UBE2V1,UGT1A1,VTN
GO:BP	protein localization	GO:0008104	0.003032943	2.518135767	1.461833965	2620	802	144	21331	ACTB,ACTG1,AGT,ANG,ANXA2,ANXA5,AP2M1,ARF1,ARF4,ARF5,ARL1,ARPC2,AUP1,BAG1,BCAP31,BSG,BTF3,CALM1,CCT5,CCT7,CCT8,CD63,CD81,CFL1,CHCHD10,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,COPE,DDRGK1,DERL1,DERL2,EIF5A,EIF6,ERP29,F2,FGA,FGB,FGG,FIS1,FKBP1A,GABARAP,GABARAPL2,GAPDH,GDI2,GLUD1,GPI1,GRPEL1,GUK1,HADH,HERPUD1,HMGB1,HSP90AB1,HSPA8,IDH2,IFI27,IFT20,KDELR1,KDELR2,KRT18,LAMTOR1,LAMTOR2,LAMTOR4,LGALS9,LMAN2,MIF,MPC2,MRAP,MTCH2,MTX2,MVB12A,MYL12A,NACA,NDFIP1,NDFIP2,NDUFA13,NEDD8,NR0B2,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PDZD11,PFN1,PGRMC1,PHB2,PMPCB,PPIA,RAB11A,RAB4A,RAC1,RAN,RAP1A,RBP4,RER1,RHOD,RPL11,S100A10,SAR1B,SCP2,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SH3GLB1,SKP1A,SLC9A3R1,SNX3,SPCS1,SPCS2,SPTSSA,SQSTM1,SRP14,SRP72,SUMO2,TBRG1,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM150A,TMEM167,TMEM59,TOMM22,TSPO,UQCC2,UQCRC2,VAMP8,VAPA,VPS28,VPS29,VTI1B,XBP1,YBX1,YIF1A,YWHAQ
GO:BP	regulation of biological quality	GO:0065008	5.24999E-05	4.279841764	1.419516518	3916	802	209	21331	ABHD5,ACP5,ADH5,ADIPOR1,AFP,AGT,AHSG,AK6,AKR1C18,AKR1C20,AKR1C6,ALB,ALDH8A1,ALDOA,ANGPTL3,ANGPTL8,ANXA2,ANXA5,AP2M1,APOA1,APOA2,APOH,APRT,ARF1,ARF4,ARL6IP5,ARPC1B,ARPC2,ARPC3,ARPC5L,ASGR2,ATOX1,ATP5B,ATP5G1,ATP5J,ATP6V0C,ATP6V0D1,ATP6V1G1,AUP1,BCAP31,BSG,CALM1,CAPZB,CCT5,CCT7,CCT8,CD81,CD9,CEBPB,CFL1,CHCHD10,CHMP2B,CLDN3,CLU,COMT,COX19,CPB2,CTSA,CTSH,CTSL,CXCL1,CXCL13,CYP1A2,CYP2D22,DAD1,DBI,DDAH1,DDOST,DDRGK1,DERL1,DGAT2,EIF5A,ERP44,F10,F2,FABP5,FAM210B,FGA,FGB,FGG,FH1,FIS1,FKBP1A,FOXA3,FTH1,FTL1,FXYD1,GAPDH,GCLM,GLRX3,GLRX5,GLUD1,GPI1,GPX1,GRINA,GSTM7,H2-KE6,HAAO,HADH,HERPUD1,HGFAC,HMGB1,HPX,HRG,HSD17B12,HSD17B2,HSD3B3,HSP90AB1,HSPA8,ISCU,ISG15,KDELR1,KDELR2,KNG1,KNG2,LAMTOR1,LAMTOR4,LCN2,LGALS9,MAP1LC3B,MIF,MPC2,MT1,MTCH2,MYL12A,MYL12B,NDFIP1,NENF,NME2,NPC2,NR0B2,P4HB,PAIP2,PARK7,PDIA3,PDIA6,PDZD11,PEBP1,PEMT,PFN1,PGRMC1,PHB,PHB2,PLSCR1,PNKD,PPA2,PPIA,PPIB,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PRDX6,PRELID1,PROC,RAB11A,RAC1,RAP1A,RARRES2,RBP1,RBP4,RDH7,RER1,RHEB,RHOA,RHOC,RHOD,RIDA,ROGDI,RPL11,RPS14,RPS19,RPS24,RPS5,RPS6,RPS7,SCP2,SELENOK,SERF2,SERPINA10,SERPINC1,SERPIND1,SERPINF1,SERPING1,SH3GLB1,SKP1A,SLC25A5,SLC31A1,SLC9A3R1,SMDT1,SOD2,SQSTM1,STOML2,STUB1,TBRG1,TMEM14C,TMEM97,TNFRSF12A,TSPO,TTR,TXN2,TXNL1,UBB,UQCC2,VAMP8,VKORC1,XBP1,YBX1
GO:BP	transport	GO:0006810	3.13982E-05	4.503095396	1.383404655	4595	802	239	21331	0610009B22RIK,ACTB,ACTG1,AGT,AGXT,AHSG,ANG,ANXA2,ANXA5,AP2M1,APOA1,APOA2,APOC1,APOC3,APOF,APOH,APOM,APRT,ARF1,ARF4,ARF5,ARL1,ARL6IP5,ARPC2,ASGR1,ASGR2,ATOX1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E,ATP6V1E1,ATP6V1F,ATP6V1G1,AUP1,BCAP31,BLOC1S1,BSG,BST2,BTF3,CALM1,CCS,CCT5,CCT7,CCT8,CD302,CD47,CD63,CD81,CD9,CEBPB,CFI,CFL1,CHCHD10,CHMP2A,CHMP2B,CIB1,CLDN3,CLTA,CLTB,CLU,CNIH1,COMMD3,COMT,COPE,COX4I1,COX5A,COX5B,COX7A2,COX7B,COX8A,CPB2,CXCL1,CYC1,DBI,DERL1,DERL2,EIF5A,EIF6,ERGIC3,ERP29,F2,FABP1,FABP2,FABP5,FGA,FGB,FGG,FIS1,FKBP1A,FTH1,FTL1,FXYD1,GABARAP,GABARAPL2,GAPDH,GDI2,GJB2,GLUD1,GPI1,GRPEL1,GSTM7,GUK1,HADH,HERPUD1,HMGB1,HPX,HSP90AB1,HSPA8,IDH2,IFI27,IFITM3,IFT20,ISCU,KDELR1,KDELR2,KRT18,KXD1,LAMTOR1,LCN2,LGALS9,LMAN2,MAP1LC3B,MAP2K2,MBL2,MIF,MPC1,MPC2,MTCH2,MTX2,MVB12A,NACA,NAXE,NDFIP1,NDFIP2,NDUFA13,NDUFA4,NDUFS7,NPC2,NR0B2,NUDC,OAZ1,PAM16,PARK7,PDCD5,PDCD6,PDZD11,PHB2,PLA2G12B,PLSCR1,PMPCB,PNKD,PON1,PPIA,PRELID1,RAB11A,RAB4A,RAC1,RAN,RANBP1,RAP1A,RBP4,REEP6,RER1,RHOA,RHOD,RPL11,S100A10,SAR1B,SCP2,SDF4,SDHD,SEC13,SEC61B,SEC61G,SELENBP1,SELENOK,SERPINC1,SH3GLB1,SIGMAR1,SLC10A1,SLC22A18,SLC25A17,SLC25A47,SLC25A5,SLC27A2,SLC31A1,SLC35B1,SLC48A1,SLC6A13,SLC9A3R1,SMDT1,SNX3,SPCS1,SPCS2,SRP14,SRP72,STOML2,TFG,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMED10,TMED2,TMEM120A,TMEM14C,TMEM167,TMEM37,TMEM50A,TOMM22,TRAPPC1,TSPO,TST,TTR,UBB,UQCC2,UQCRC2,VAMP8,VAPA,VDAC2,VDAC3,VPS28,VPS29,VTI1B,VTN,XBP1,YBX1,YIF1A,YWHAQ
GO:BP	response to stress	GO:0006950	0.005845384	2.233186985	1.351234408	3858	802	196	21331	ACAT1,ACP5,ACTG1,ADH5,AGT,AHCY,AHSG,AKR1C18,ALAD,ALB,ALDH2,ANG,ANXA2,ANXA5,APCS,APOA1,APOH,ARF4,ARL6IP5,ASS1,ATOX1,ATP5G1,AUP1,BC004004,BCAP31,BCCIP,BST2,C1QBP,C4BP,C8G,CCL9,CCS,CD47,CD81,CD9,CEBPB,CELA1,CENPX,CERS2,CFB,CFI,CFL1,CHCHD2,CIB1,CLDN3,CLU,COMT,CPB2,CST3,CTSL,CXCL1,CXCL13,CYP1A2,DAP,DBI,DDAH1,DDRGK1,DDT,DERL1,DERL2,DNAJC3,EIF2S1,EIF4EBP1,ERP29,ERP44,F10,F2,FABP1,FAM162A,FAU,FBXO6,FGA,FGB,FGG,FH1,FOXA3,GABARAP,GABARAPL2,GAPDH,GCLM,GFER,GJB2,GPI1,GPX1,GPX4,GRINA,GSTA4,GSTM2,GSTM7,GSTP1,HAO1,HERPUD1,HGFAC,HIST1H2BC,HMGB1,HMGCL,HMGN1,HP,HPX,HRG,HSBP1,HSP90AB1,HSPA8,HSPB8,IDH1,IFI27L2B,IFITM2,IFITM3,IFNAR2,ISG15,KNG1,KNG2,LCN2,LDHA,LGALS9,MAD2L2,MANF,MAP1LC3B,MAP2K2,MASP2,MBL2,MGST1,MIF,MSRB1,MT1,MTCH2,NACA,NDFIP1,NDUFA6,NDUFB4,NDUFS2,NDUFS8,NME2,ORM1,P4HB,PARK7,PDCD6,PDIA3,PEBP1,PGK1,PGLYRP2,PHB,PHB2,PLSCR1,POLD4,PPIA,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PROC,PSMB5,RAC1,RARRES2,RBM3,RBX1,RHOA,RHOC,RPL26,RPS19,RPS3,SDF2L1,SDHD,SEC61B,SELENOK,SERPINA10,SERPINA1B,SERPINC1,SERPIND1,SERPINF1,SERPING1,SFR1,SH3GLB1,SIGMAR1,SLPI,SOD2,SQSTM1,STOML2,STUB1,SWI5,TMED2,TNFRSF12A,TPT1,TSPO,TXN2,UBE2D3,UBE2N,UBE2V1,UFC1,UGT1A1,VAMP8,VDAC3,VKORC1,XBP1,YBX1
