ID	human_organism	human_gene	mouse_organism	mouse_gene
20361	human	DPYSL3	"mouse, laboratory"	Dpysl3
20362	human	DTNA	"mouse, laboratory"	Dtna
20363	human	EEF1G	"mouse, laboratory"	Eef1g
20364	human	EIF1AX	"mouse, laboratory"	Eif1a
20367	human	ELAVL1	"mouse, laboratory"	Elavl1
20372	human	FHL2	"mouse, laboratory"	Fhl2
20373	human	FOXC1	"mouse, laboratory"	Foxc1
20377	human	FZD2	"mouse, laboratory"	Fzd2
20378	human	B4GALT1	"mouse, laboratory"	B4galt1
20379	human	GLE1	"mouse, laboratory"	Gle1
20380	human	GPR39	"mouse, laboratory"	Gpr39
20386	human	NDST1	"mouse, laboratory"	Ndst1
20388	human	ING2	"mouse, laboratory"	Ing2
20391	human	ACVR2A	"mouse, laboratory"	Acvr2a
20393	human	ANXA8L1	"mouse, laboratory"	Anxa8
20396	human	APLP2	"mouse, laboratory"	Aplp2
20398	human	AQP5	"mouse, laboratory"	Aqp5
20399	human	AQP6	"mouse, laboratory"	Aqp6
20403	human	ARHGAP4	"mouse, laboratory"	Arhgap4
20410	human	BMP7	"mouse, laboratory"	Bmp7
20411	human	BMX	"mouse, laboratory"	Bmx
20412	human	C5	"mouse, laboratory"	Hc
20413	human	C5AR1	"mouse, laboratory"	C5ar1
20414	human	CA1	"mouse, laboratory"	Car1
20417	human	SERPINA6	"mouse, laboratory"	Serpina6
20419	human	CCND3	"mouse, laboratory"	Ccnd3
20420	human	CD9	"mouse, laboratory"	Cd9
20422	human	CD37	"mouse, laboratory"	Cd37
20423	human	ENTPD1	"mouse, laboratory"	Entpd1
20424	human	CDH2	"mouse, laboratory"	Cdh2
20425	human	CDH3	"mouse, laboratory"	Cdh3
20429	human	CENPE	"mouse, laboratory"	Cenpe
20432	human	CKM	"mouse, laboratory"	Ckm
20435	human	CLCN3	"mouse, laboratory"	Clcn3
20436	human	CCR3	"mouse, laboratory"	Ccr3
20437	human	COL4A1	"mouse, laboratory"	Col4a1
20438	human	COL9A3	"mouse, laboratory"	Col9a3
20444	human	CSNK2A2	"mouse, laboratory"	Csnk2a2
20445	human	CSPG4	"mouse, laboratory"	Cspg4
20446	human	CTPS1	"mouse, laboratory"	Ctps
20453	human	CFD	"mouse, laboratory"	Cfd
20454	human	CELA1	"mouse, laboratory"	Cela1
20455	human	ELANE	"mouse, laboratory"	Elane
20457	human	ERBB3	"mouse, laboratory"	Erbb3
20458	human	EZH1	"mouse, laboratory"	Ezh1
20461	human	FGFR4	"mouse, laboratory"	Fgfr4
20466	human	FPR1	"mouse, laboratory"	Fpr1
20470	human	GABRR1	"mouse, laboratory"	Gabrr1
20471	human	GABRR2	"mouse, laboratory"	Gabrr2
20474	human	GNA11	"mouse, laboratory"	Gna11
20477	human	GPC1	"mouse, laboratory"	Gpc1
20479	human	GPX2	"mouse, laboratory"	Gpx2
20480	human	GPX3	"mouse, laboratory"	Gpx3
20482	human	GRSF1	"mouse, laboratory"	Grsf1
20485	human	GZMK	"mouse, laboratory"	Gzmk
20489	human	HCK	"mouse, laboratory"	Hck
20490	human	HDC	"mouse, laboratory"	Hdc
20494	human	RBMX	"mouse, laboratory"	Rbmx
20498	human	HPN	"mouse, laboratory"	Hpn
20500	human	HSPE1	"mouse, laboratory"	Hspe1
20508	human	ITGA5	"mouse, laboratory"	Itga5
20510	human	ITGAV	"mouse, laboratory"	Itgav
20511	human	ITGB5	"mouse, laboratory"	Itgb5
20512	human	CD82	"mouse, laboratory"	Cd82
20514	human	KCNA4	"mouse, laboratory"	Kcna4
20515	human	KCNG1	"mouse, laboratory"	Kcng1
20516	human	KCNN3	"mouse, laboratory"	Kcnn3
20517	human	KCNS1	"mouse, laboratory"	Kcns1
20518	human	KCNS3	"mouse, laboratory"	Kcns3
20520	human	KPNA3	"mouse, laboratory"	Kpna3
20521	human	KPNA4	"mouse, laboratory"	Kpna4
20523	human	KRT4	"mouse, laboratory"	Krt4
20532	human	LRCH4	"mouse, laboratory"	Lrch4
20533	human	LSAMP	"mouse, laboratory"	Lsamp
20538	human	MATN2	"mouse, laboratory"	Matn2
20539	human	MCC	"mouse, laboratory"	Mcc
20544	human	MMP1	"mouse, laboratory"	Mmp1a
20545	human	MMP3	"mouse, laboratory"	Mmp3
20546	human	MMP10	"mouse, laboratory"	Mmp10
20547	human	MMP12	"mouse, laboratory"	Mmp12
20548	human	MMP13	"mouse, laboratory"	Mmp13
20549	human	MMP15	"mouse, laboratory"	Mmp15
20553	human	MYH3	"mouse, laboratory"	Myh3
20558	human	MYL4	"mouse, laboratory"	Myl4
20559	human	NDN	"mouse, laboratory"	Ndn
20560	human	NMBR	"mouse, laboratory"	Nmbr
20562	human	NME3	"mouse, laboratory"	Nme3
20568	human	P2RY4	"mouse, laboratory"	P2ry4
20569	human	PCSK6	"mouse, laboratory"	Pcsk6
20571	human	SERPINB2	"mouse, laboratory"	Serpinb2
20574	human	PBX1	"mouse, laboratory"	Pbx1
20579	human	PFKP	"mouse, laboratory"	Pfkp
20580	human	SERPINB5	"mouse, laboratory"	Serpinb5
20581	human	PIK3C2A	"mouse, laboratory"	Pik3c2a
20582	human	PIK3C2B	"mouse, laboratory"	Pik3c2b
20584	human	PITX1	"mouse, laboratory"	Pitx1
20589	human	PMP2	"mouse, laboratory"	Pmp2
20595	human	PPP2R3A	"mouse, laboratory"	Ppp2r3a
20602	human	PRKCG	"mouse, laboratory"	Prkcg
20613	human	PRSS8	"mouse, laboratory"	Prss8
20616	human	PSMB10	"mouse, laboratory"	Psmb10
20621	human	PTPRA	"mouse, laboratory"	Ptpra
20623	human	PTPRF	"mouse, laboratory"	Ptprf
20626	human	PTPRS	"mouse, laboratory"	Ptprs
20628	human	RAB2A	"mouse, laboratory"	Rab2a
20629	human	RAB3A	"mouse, laboratory"	Rab3a
20632	human	RALB	"mouse, laboratory"	Ralb
20637	human	RCN1	"mouse, laboratory"	Rcn1
20652	human	SH3GL2	"mouse, laboratory"	Sh3gl2
20654	human	SIAH1	"mouse, laboratory"	Siah1a
20655	human	SLC1A4	"mouse, laboratory"	Slc1a4
20658	human	SLC7A1	"mouse, laboratory"	Slc7a1
20659	human	SLC7A2	"mouse, laboratory"	Slc7a2
20660	human	SLC9A1	"mouse, laboratory"	Slc9a1
20661	human	SLC9A2	"mouse, laboratory"	Slc9a2
20662	human	SLC16A1	"mouse, laboratory"	Slc16a1
20663	human	SLC34A1	"mouse, laboratory"	Slc34a1
20664	human	SLC18A1	"mouse, laboratory"	Slc18a1
20665	human	SLC22A1	"mouse, laboratory"	Slc22a1
20670	human	SMARCD1	"mouse, laboratory"	Smarcd1
20671	human	SMARCD2	"mouse, laboratory"	Smarcd2
20672	human	SNRNP70	"mouse, laboratory"	Snrnp70
20679	human	STAT4	"mouse, laboratory"	Stat4
20680	human	STAT5A	"mouse, laboratory"	Stat5a
20681	human	STIM1	"mouse, laboratory"	Stim1
20684	human	TCEA3	"mouse, laboratory"	Tcea3
20685	human	NFE2L1	"mouse, laboratory"	Nfe2l1
20688	human	TFAP2B	"mouse, laboratory"	Tfap2b
20689	human	TGM4	"mouse, laboratory"	Tgm4
20690	human	TGM3	"mouse, laboratory"	Tgm3
20691	human	THBS4	"mouse, laboratory"	Thbs4
20692	human	TIA1	"mouse, laboratory"	Tia1
20693	human	TLE2	"mouse, laboratory"	Tle2
20694	human	TLR1	"mouse, laboratory"	Tlr1
20695	human	TLR2	"mouse, laboratory"	Tlr2
20696	human	TLR3	"mouse, laboratory"	Tlr3
20698	human	TLR5	"mouse, laboratory"	Tlr5
20700	human	TSPAN6	"mouse, laboratory"	Tspan6
20701	human	TMOD1	"mouse, laboratory"	Tmod1
20704	human	TNNT1	"mouse, laboratory"	Tnnt1
20707	human	TRHR	"mouse, laboratory"	Trhr
20708	human	TRPC3	"mouse, laboratory"	Trpc3
20709	human	TRPM2	"mouse, laboratory"	Trpm2
20711	human	TULP3	"mouse, laboratory"	Tulp3
20712	human	TYK2	"mouse, laboratory"	Tyk2
20714	human	UBE2D1	"mouse, laboratory"	Ube2d1
20715	human	UGT8	"mouse, laboratory"	Ugt8a
20716	human	USP4	"mouse, laboratory"	Usp4
20718	human	CLIP2	"mouse, laboratory"	Clip2
20719	human	WNT2	"mouse, laboratory"	Wnt2
20720	human	WNT5A	"mouse, laboratory"	Wnt5a
20721	human	WNT10B	"mouse, laboratory"	Wnt10b
20722	human	WNT9A	"mouse, laboratory"	Wnt9a
20724	human	YWHAB	"mouse, laboratory"	Ywhab
20729	human	ZNF7	"mouse, laboratory"	Zfp7
20737	human	ZNF189	"mouse, laboratory"	Zfp189
20739	human	CXCR4	"mouse, laboratory"	Cxcr4
20742	human	CSRP3	"mouse, laboratory"	Csrp3
20744	human	PTP4A2	"mouse, laboratory"	Ptp4a2
20748	human	DYSF	"mouse, laboratory"	Dysf
20750	human	FZD1	"mouse, laboratory"	Fzd1
20751	human	FZD7	"mouse, laboratory"	Fzd7
20789	human	TAGLN2	"mouse, laboratory"	Tagln2
20791	human	BFSP2	"mouse, laboratory"	Bfsp2
20793	human	STK24	"mouse, laboratory"	Stk24
20794	human	NCK2	"mouse, laboratory"	Nck2
20796	human	DOC2B	"mouse, laboratory"	Doc2b
20798	human	GALR3	"mouse, laboratory"	Galr3
20802	human	PPFIA1	"mouse, laboratory"	Ppfia1
20803	human	NDST2	"mouse, laboratory"	Ndst2
20807	human	LGR5	"mouse, laboratory"	Lgr5
20811	human	HSD17B6	"mouse, laboratory"	Hsd17b6
20819	human	SRSF9	"mouse, laboratory"	Srsf9
20824	human	ADAM9	"mouse, laboratory"	Adam9
20827	human	NR5A2	"mouse, laboratory"	Nr5a2
20829	human	PEX11A	"mouse, laboratory"	Pex11a
20830	human	TRIM24	"mouse, laboratory"	Trim24
20831	human	HESX1	"mouse, laboratory"	Hesx1
20832	human	INPP4B	"mouse, laboratory"	Inpp4b
20834	human	KAT2B	"mouse, laboratory"	Kat2b
20839	human	CPNE3	"mouse, laboratory"	Cpne3
20842	human	RAB29	"mouse, laboratory"	Rab29
20844	human	BAIAP3	"mouse, laboratory"	Baiap3
20847	human	TRIO	"mouse, laboratory"	Trio
20850	human	TAAR5	"mouse, laboratory"	Taar5
20851	human	MAP7	"mouse, laboratory"	Map7
20856	human	DMD	"mouse, laboratory"	Dmd
20857	human	ANXA2	"mouse, laboratory"	Anxa2
20860	human	BDH1	"mouse, laboratory"	Bdh1
20861	human	CA8	"mouse, laboratory"	Car8
20865	human	PLK3	"mouse, laboratory"	Plk3
20867	human	CTSS	"mouse, laboratory"	Ctss
20868	human	COCH	"mouse, laboratory"	Coch
20869	human	DLG1	"mouse, laboratory"	Dlg1
20870	human	DUSP3	"mouse, laboratory"	Dusp3
20871	human	FOXS1	"mouse, laboratory"	Foxs1
20874	human	GNG10	"mouse, laboratory"	Gng10
20879	human	RAB27B	"mouse, laboratory"	Rab27b
20881	human	SLC1A1	"mouse, laboratory"	Slc1a1
20882	human	SLC1A3	"mouse, laboratory"	Slc1a3
20883	human	SLC7A4	"mouse, laboratory"	Slc7a4
20885	human	SEMA3F	"mouse, laboratory"	Sema3f
20888	human	CHRNA6	"mouse, laboratory"	Chrna6
20889	human	SYT7	"mouse, laboratory"	Syt7
20891	human	SLC28A2	"mouse, laboratory"	Slc28a2
20897	human	TRIP11	"mouse, laboratory"	Trip11
20899	human	TGM5	"mouse, laboratory"	Tgm5
20900	human	RAB9A	"mouse, laboratory"	Rab9
20901	human	SLC22A8	"mouse, laboratory"	Slc22a8
20902	human	RAB3D	"mouse, laboratory"	Rab3d
20903	human	MTRF1	"mouse, laboratory"	Mtrf1
20906	human	ACVR1B	"mouse, laboratory"	Acvr1b
20908	human	ANXA13	"mouse, laboratory"	Anxa13
20909	human	ARHGAP1	"mouse, laboratory"	Arhgap1
20910	human	ASPH	"mouse, laboratory"	Asph
20911	human	BMPR1A	"mouse, laboratory"	Bmpr1a
20915	human	CD81	"mouse, laboratory"	Cd81
20916	human	CD151	"mouse, laboratory"	Cd151
20917	human	CDH1	"mouse, laboratory"	Cdh1
20920	human	CRHR1	"mouse, laboratory"	Crhr1
20922	human	DDX10	"mouse, laboratory"	Ddx10
20926	human	DVL1	"mouse, laboratory"	Dvl1
20927	human	DVL2	"mouse, laboratory"	Dvl2
20928	human	DVL3	"mouse, laboratory"	Dvl3
20929	human	EPHA2	"mouse, laboratory"	Epha2
20930	human	ELAVL2	"mouse, laboratory"	Elavl2
20931	human	EML1	"mouse, laboratory"	Eml1
20933	human	EPHA4	"mouse, laboratory"	Epha4
20935	human	EPHA7	"mouse, laboratory"	Epha7
20936	human	EPHB1	"mouse, laboratory"	Ephb1
20938	human	EPHB3	"mouse, laboratory"	Ephb3
20939	human	EPHB4	"mouse, laboratory"	Ephb4
20940	human	EPHB6	"mouse, laboratory"	Ephb6
20944	human	GPC3	"mouse, laboratory"	Gpc3
20949	human	KCNQ3	"mouse, laboratory"	Kcnq3
20952	human	LRP2	"mouse, laboratory"	Lrp2
20956	human	SERPINB6	"mouse, laboratory"	Serpinb6a
20957	human	PLCB2	"mouse, laboratory"	Plcb2
20959	human	POU4F2	"mouse, laboratory"	Pou4f2
20965	human	TRA2B	"mouse, laboratory"	Tra2b
20966	human	SREBF2	"mouse, laboratory"	Srebf2
20967	human	TSPAN7	"mouse, laboratory"	Tspan7
20968	human	TSPAN8	"mouse, laboratory"	Tspan8
20969	human	WNT7A	"mouse, laboratory"	Wnt7a
20970	human	WNT11	"mouse, laboratory"	Wnt11
20972	human	SEMA3B	"mouse, laboratory"	Sema3b
20973	human	MLLT10	"mouse, laboratory"	Mllt10
20974	human	NPHS1	"mouse, laboratory"	Nphs1
20976	human	LIN7A	"mouse, laboratory"	Lin7a
20979	human	PIAS2	"mouse, laboratory"	Pias2
20983	human	KRT75	"mouse, laboratory"	Krt75
20984	human	SLC16A6	"mouse, laboratory"	Slc16a6
20985	human	SLC16A5	"mouse, laboratory"	Slc16a5
20987	human	SYNGR2	"mouse, laboratory"	Syngr2
20990	human	SLC16A7	"mouse, laboratory"	Slc16a7
20993	human	GCNT3	"mouse, laboratory"	Gcnt3
20994	human	DHRS3	"mouse, laboratory"	Dhrs3
20999	human	ASIC3	"mouse, laboratory"	Asic3
21001	human	MMP20	"mouse, laboratory"	Mmp20
21002	human	MED1	"mouse, laboratory"	Med1
21004	human	TM9SF2	"mouse, laboratory"	Tm9sf2
21005	human	NRXN1	"mouse, laboratory"	Nrxn1
21007	human	GRAP2	"mouse, laboratory"	Grap2
21008	human	NTN1	"mouse, laboratory"	Ntn1
21009	human	THEMIS2	"mouse, laboratory"	Themis2
21010	human	ROCK2	"mouse, laboratory"	Rock2
21013	human	CHST10	"mouse, laboratory"	Chst10
21014	human	FXR2	"mouse, laboratory"	Fxr2
21020	human	PDIA4	"mouse, laboratory"	Pdia4
21021	human	VPS9D1	"mouse, laboratory"	Vps9d1
21022	human	ABCG1	"mouse, laboratory"	Abcg1
21025	human	AQP3	"mouse, laboratory"	Aqp3
21026	human	CALB1	"mouse, laboratory"	Calb1
21027	human	CDH6	"mouse, laboratory"	Cdh6
21030	human	DOCK3	"mouse, laboratory"	Dock3
21032	human	HNRNPF	"mouse, laboratory"	Hnrnpf
21033	human	JAK2	"mouse, laboratory"	Jak2
21034	human	KCNA2	"mouse, laboratory"	Kcna2
21035	human	KCND1	"mouse, laboratory"	Kcnd1
21036	human	KCND3	"mouse, laboratory"	Kcnd3
21040	human	MMP14	"mouse, laboratory"	Mmp14
21041	human	NRCAM	"mouse, laboratory"	Nrcam
21043	human	PDE1A	"mouse, laboratory"	Pde1a
21045	human	SERPINI1	"mouse, laboratory"	Serpini1
21047	human	PPARA	"mouse, laboratory"	Ppara
21051	human	RORC	"mouse, laboratory"	Rorc
21053	human	SIAH2	"mouse, laboratory"	Siah2
21055	human	SLC1A6	"mouse, laboratory"	Slc1a6
21056	human	SLC12A4	"mouse, laboratory"	Slc12a4
21058	human	TLE1	"mouse, laboratory"	Tle1
21059	human	TLE3	"mouse, laboratory"	Tle3
21061	human	ZRSR2	"mouse, laboratory"	Zrsr2
21063	human	FEZ1	"mouse, laboratory"	Fez1
21064	human	BRDT	"mouse, laboratory"	Brdt
21067	human	MED13	"mouse, laboratory"	Med13
21068	human	DOP1B	"mouse, laboratory"	Dop1b
21069	human	SLC12A6	"mouse, laboratory"	Slc12a6
21072	human	GRK3	"mouse, laboratory"	Grk3
21073	human	ALDOC	"mouse, laboratory"	Aldoc
21074	human	RND3	"mouse, laboratory"	Rnd3
21080	human	CCR8	"mouse, laboratory"	Ccr8
21081	human	DCC	"mouse, laboratory"	Dcc
21083	human	EPHA3	"mouse, laboratory"	Epha3
21084	human	ERBB4	"mouse, laboratory"	Erbb4
21085	human	ETV3	"mouse, laboratory"	Etv3
21086	human	MECOM	"mouse, laboratory"	Mecom
21087	human	F2RL1	"mouse, laboratory"	F2rl1
21091	human	FOXC2	"mouse, laboratory"	Foxc2
21092	human	GNAT2	"mouse, laboratory"	Gnat2
21094	human	GPR1	"mouse, laboratory"	Gpr1
21095	human	XCR1	"mouse, laboratory"	Xcr1
21096	human	NPBWR1	"mouse, laboratory"	Npbwr1
21097	human	MCHR1	"mouse, laboratory"	Mchr1
21098	human	GRPR	"mouse, laboratory"	Grpr
21099	human	GZMM	"mouse, laboratory"	Gzmm
21113	human	MYO1A	"mouse, laboratory"	Myo1a
21120	human	SRC	"mouse, laboratory"	Src
21123	human	RND2	"mouse, laboratory"	Rnd2
21124	human	NAALADL1	"mouse, laboratory"	Naaladl1
21127	human	SLC17A4	"mouse, laboratory"	Slc17a4
21129	human	ITGA3	"mouse, laboratory"	Itga3
21130	human	ABCA1	"mouse, laboratory"	Abca1
21132	human	SCARB1	"mouse, laboratory"	Scarb1
21135	human	CCR4	"mouse, laboratory"	Ccr4
21136	human	DMXL1	"mouse, laboratory"	Dmxl1
21137	human	MNX1	"mouse, laboratory"	Mnx1
21142	human	INHBC	"mouse, laboratory"	Inhbc
21145	human	KRT16	"mouse, laboratory"	Krt16
21146	human	LAMA1	"mouse, laboratory"	Lama1
21148	human	LNPEP	"mouse, laboratory"	Lnpep
21149	human	BCAM	"mouse, laboratory"	Bcam
21150	human	MDFI	"mouse, laboratory"	Mdfi
21151	human	ATP8B1	"mouse, laboratory"	Atp8b1
21153	human	RBBP4	"mouse, laboratory"	Rbbp4
21155	human	SLC1A5	"mouse, laboratory"	Slc1a5
21158	human	NR2F1	"mouse, laboratory"	Nr2f1
21163	human	TAF1C	"mouse, laboratory"	Taf1c
21164	human	ABCC5	"mouse, laboratory"	Abcc5
21165	human	NR1H3	"mouse, laboratory"	Nr1h3
21166	human	EDIL3	"mouse, laboratory"	Edil3
21167	human	GIPC1	"mouse, laboratory"	Gipc1
21168	human	TSPAN3	"mouse, laboratory"	Tspan3
21169	human	TSPAN2	"mouse, laboratory"	Tspan2
21170	human	TSPAN1	"mouse, laboratory"	Tspan1
21173	human	ACTR1A	"mouse, laboratory"	Actr1a
21175	human	TRIM28	"mouse, laboratory"	Trim28
21177	human	RBM5	"mouse, laboratory"	Rbm5
21179	human	CALCRL	"mouse, laboratory"	Calcrl
21182	human	PRDX2	"mouse, laboratory"	Prdx2
21183	human	GDF11	"mouse, laboratory"	Gdf11
21191	human	STAG1	"mouse, laboratory"	Stag1
21192	human	CWC27	"mouse, laboratory"	Cwc27
21193	human	DNAJA2	"mouse, laboratory"	Dnaja2
21195	human	IDH1	"mouse, laboratory"	Idh1
21196	human	SMAD1	"mouse, laboratory"	Smad1
21197	human	SMAD2	"mouse, laboratory"	Smad2
21198	human	SMAD9	"mouse, laboratory"	Smad9
21202	human	AFDN	"mouse, laboratory"	Afdn
21207	human	MTNR1A	"mouse, laboratory"	Mtnr1a
21214	human	ZBTB16	"mouse, laboratory"	Zbtb16
21215	human	ZFAND5	"mouse, laboratory"	Zfand5
21216	human	ARID1A	"mouse, laboratory"	Arid1a
21218	human	LIPG	"mouse, laboratory"	Lipg
21220	human	HS3ST2	"mouse, laboratory"	Hs3st2
21221	human	APBB3	"mouse, laboratory"	Apbb3
21222	human	LAMC3	"mouse, laboratory"	Lamc3
21223	human	TLR6	"mouse, laboratory"	Tlr6
21228	human	CORO2B	"mouse, laboratory"	Coro2b
21230	human	MYL9	"mouse, laboratory"	Myl9
21231	human	RAPGEF3	"mouse, laboratory"	Rapgef3
21234	human	TMEM50B	"mouse, laboratory"	Tmem50b
21237	human	GZMA	"mouse, laboratory"	Gzma
21239	human	LGALS4	"mouse, laboratory"	Lgals4
21240	human	LPO	"mouse, laboratory"	Lpo
21241	human	NPY5R	"mouse, laboratory"	Npy5r
21243	human	PBX3	"mouse, laboratory"	Pbx3
21244	human	PCSK5	"mouse, laboratory"	Pcsk5
21247	human	SERPINE2	"mouse, laboratory"	Serpine2
21248	human	SERPINI2	"mouse, laboratory"	Serpini2
21249	human	PIK3CA	"mouse, laboratory"	Pik3ca
21250	human	PIK3CB	"mouse, laboratory"	Pik3cb
21252	human	PLCD1	"mouse, laboratory"	Plcd1
21253	human	PNLIPRP1	"mouse, laboratory"	Pnliprp1
21255	human	POU4F1	"mouse, laboratory"	Pou4f1
21263	human	PRKCQ	"mouse, laboratory"	Prkcq
21265	human	DPF2	"mouse, laboratory"	Dpf2
21267	human	TLN1	"mouse, laboratory"	Tln1
21268	human	ZKSCAN8	"mouse, laboratory"	Zkscan8
21274	human	LRRN2	"mouse, laboratory"	Lrrn2
21276	human	ZBTB18	"mouse, laboratory"	Zbtb18
21280	human	CRTAP	"mouse, laboratory"	Crtap
21282	human	SEMA4D	"mouse, laboratory"	Sema4d
21289	human	PDLIM5	"mouse, laboratory"	Pdlim5
21290	human	TRIM3	"mouse, laboratory"	Trim3
21295	human	FBLN1	"mouse, laboratory"	Fbln1
21296	human	NOVA1	"mouse, laboratory"	Nova1
21300	human	SCN10A	"mouse, laboratory"	Scn10a
21304	human	DYNLT3	"mouse, laboratory"	Dynlt3
21312	human	SLC12A7	"mouse, laboratory"	Slc12a7
21314	human	CHL1	"mouse, laboratory"	Chl1
21317	human	PLK2	"mouse, laboratory"	Plk2
21318	human	ARPP19	"mouse, laboratory"	Arpp19
21319	human	SLC17A3	"mouse, laboratory"	Slc17a3
21321	human	MTHFD2	"mouse, laboratory"	Mthfd2
21322	human	HSPH1	"mouse, laboratory"	Hsph1
21324	human	CPLX1	"mouse, laboratory"	Cplx1
21327	human	SLC1A7	"mouse, laboratory"	Slc1a7
21328	human	SLC22A7	"mouse, laboratory"	Slc22a7
21330	human	ACTL7B	"mouse, laboratory"	Actl7b
21331	human	MMP24	"mouse, laboratory"	Mmp24
21333	human	PNPLA6	"mouse, laboratory"	Pnpla6
21334	human	GADD45G	"mouse, laboratory"	Gadd45g
21341	human	IFRD2	"mouse, laboratory"	Ifrd2
21353	human	RAB38	"mouse, laboratory"	Rab38
21355	human	KIF2C	"mouse, laboratory"	Kif2c
21357	human	GLIPR1	"mouse, laboratory"	Glipr1
21360	human	TMED1	"mouse, laboratory"	Tmed1
21361	human	RAB35	"mouse, laboratory"	Rab35
21362	human	DSTN	"mouse, laboratory"	Dstn
21366	human	ZFHX3	"mouse, laboratory"	Zfhx3
21371	human	MYO9A	"mouse, laboratory"	Myo9a
21373	human	RXRG	"mouse, laboratory"	Rxrg
21375	human	SCN1A	"mouse, laboratory"	Scn1a
21378	human	SOX5	"mouse, laboratory"	Sox5
21381	human	ADAMTS1	"mouse, laboratory"	Adamts1
21383	human	UPK1A	"mouse, laboratory"	Upk1a
21385	human	WWP1	"mouse, laboratory"	Wwp1
21389	human	TPPP	"mouse, laboratory"	Tppp
21392	human	CAPN11	"mouse, laboratory"	Capn11
21397	human	NR1H2	"mouse, laboratory"	Nr1h2
21398	human	UTRN	"mouse, laboratory"	Utrn
21401	human	ZXDB	"mouse, laboratory"	Zxdb
21404	human	CIT	"mouse, laboratory"	Cit
21408	human	ABCF2	"mouse, laboratory"	Abcf2
21409	human	ANXA10	"mouse, laboratory"	Anxa10
21410	human	KLK8	"mouse, laboratory"	Klk8
21411	human	FZD10	"mouse, laboratory"	Fzd10
21412	human	PRAF2	"mouse, laboratory"	Praf2
21413	human	CA5B	"mouse, laboratory"	Car5b
21414	human	PACSIN2	"mouse, laboratory"	Pacsin2
21416	human	KLHL2	"mouse, laboratory"	Klhl2
21417	human	KLF12	"mouse, laboratory"	Klf12
21419	human	SLCO2B1	"mouse, laboratory"	Slco2b1
21422	human	CTRC	"mouse, laboratory"	Ctrc
21428	human	STAT1	"mouse, laboratory"	Stat1
21477	human	PRMT1	"mouse, laboratory"	Prmt1
21542	human	PGK1	"mouse, laboratory"	Pgk1
21564	human	PTPRO	"mouse, laboratory"	Ptpro
21600	human	RANBP1	"mouse, laboratory"	Ranbp1
21610	human	SPTLC2	"mouse, laboratory"	Sptlc2
21620	human	TM9SF4	"mouse, laboratory"	Tm9sf4
21661	human	FHIT	"mouse, laboratory"	Fhit
21744	human	AK3	"mouse, laboratory"	Ak3
21832	human	NALCN	"mouse, laboratory"	Nalcn
21848	human	GK	"mouse, laboratory"	Gykl1
21853	human	TMLHE	"mouse, laboratory"	Tmlhe
21858	human	SLC25A16	"mouse, laboratory"	Slc25a16
21915	human	ATP9B	"mouse, laboratory"	Atp9b
21941	human	SLC13A5	"mouse, laboratory"	Slc13a5
21972	human	AP1B1	"mouse, laboratory"	Ap1b1
22002	human	UBA1	"mouse, laboratory"	Uba1
22068	human	VPS13A	"mouse, laboratory"	Vps13a
22082	human	MED14	"mouse, laboratory"	Med14
22125	human	MOSPD2	"mouse, laboratory"	Mospd2
22211	human	PAK5	"mouse, laboratory"	Pak5
22217	human	ZCCHC7	"mouse, laboratory"	Zcchc7
22219	human	EIF1B	"mouse, laboratory"	Eif1b
22223	human	DECR2	"mouse, laboratory"	Decr2
22239	human	POLR1D	"mouse, laboratory"	Polr1d
22278	human	PAQR4	"mouse, laboratory"	Paqr4
22337	human	TAGLN3	"mouse, laboratory"	Tagln3
22370	human	RRP12	"mouse, laboratory"	Rrp12
22397	human	AP4E1	"mouse, laboratory"	Ap4e1
22398	human	GNA12	"mouse, laboratory"	Gna12
22400	human	ADCY6	"mouse, laboratory"	Adcy6
22401	human	ANGPT2	"mouse, laboratory"	Angpt2
22409	human	RHOD	"mouse, laboratory"	Rhod
22410	human	HNRNPD	"mouse, laboratory"	Hnrnpd
22411	human	BCAP29	"mouse, laboratory"	Bcap29
22412	human	BMP5	"mouse, laboratory"	Bmp5
22416	human	CDK11A	"mouse, laboratory"	Cdk11b
22419	human	ACKR3	"mouse, laboratory"	Ackr3
22421	human	COL13A1	"mouse, laboratory"	Col13a1
22423	human	COL8A1	"mouse, laboratory"	Col8a1
22426	human	CUX2	"mouse, laboratory"	Cux2
22430	human	DCN	"mouse, laboratory"	Dcn
22431	human	DHH	"mouse, laboratory"	Dhh
22436	human	EPHA8	"mouse, laboratory"	Epha8
22443	human	GABRG2	"mouse, laboratory"	Gabrg2
